"g250m","dis_relig","dis_dentis","dis_groce","dis_gym","dis_hdware","dis_mall","dis_restrt","dis_school","pct_access","pct_ov30","rway","dis_exit","dis_subway","dis_crail","dis_bus","dis_parking","avgsw","pct_cur","pct_sw","popden","lumix","rdden","ndden","ndden_n3","ndden_n4","pct_n4","ujaccess","fac1_nw","fac2_connectivity","fac3_transit","fac4_auto","fac5_walk","community_","town_name","codas","pct_sch13","pct_owner","inc_med_hs","pct_pov","pct_white","pct_under5","pct_old65","pct_ov2car","inc_capita","pct_elsc_sch","pct_less3hsh","pct_labor","pct_unempl","f1_wealth","f2_children","f3_working","vmt_tot_mv","vin_mv","hh_mv","pop_mv","Walkscore","Walkscore.Desc","Transitscore","Transitscore.Desc","Bikescore","Bikescore.Desc","be_f1","be_f2","be_f3","be_f4","be_f5","be_f1_norm","dem_f1","dem_f2","dem_f3","res_ols_m1","res_ols_m2","res_ols_m3"
161388,1000,2000,750,2000,1250,1000,2000,901,0,0,34.73494,4114,1311,2396,671,2436,1.78227,0.40511,0.34679,592,0.40295,9253.33333,39.11111,28.44444,8.88889,0.22727,529180.14179,-0.57627,0.70161,-1.67743,-0.29858,-0.24436,"Inner Core","Boston",1,0.967889908256881,0.67966573816156,89135,0.0517006802721088,0.871104815864023,0.0439093484419263,0.144475920679887,0.0417827298050139,69373,0.0627615062761506,0.791891891891892,0.741071428571429,0,0.967661724033506,-1.85638261587307,0.761849356671064,1843833,247,158,305,45,"Car-Dependent",0,"No Nearby Transit",78,"Very Bikeable",2.2588792,440336.0076857,-1207.8014456,123899.3158713,2737.125314,8.41966707226943,103915.079085052,40238.1203037037,0.462641895993525,-1916.14625024013,673.087024227495,547.928633783146
161391,1000,1000,559,2000,790,250,1000,250,0,0,49.75236,4085,1026,2225,348,2263,11.48476,0.77019,0.74626,4216.88889,0.51169,11354.66667,88.88889,69.33333,10.66667,0.12,546332.06874,-0.60126,2.01994,-1.18036,-0.11119,1.84892,"Inner Core","Boston",1,0.856164383561644,0.288888888888889,49531,0.16491963661775,0.79590395480226,0.028954802259887,0.229519774011299,0.0577777777777778,31528,0.0772471910112359,0.749596122778675,0.665909090909091,0.0352673492605233,-0.244580005155417,-1.63380184347899,-0.476759564049365,9318239,1065,1188,2345,73,"Very Walkable",0,"No Nearby Transit",98,"Biker's Paradise",11.5785395,454608.9170542,-1187.6882064,129211.2048173,4393.2059068,61.793790298037,54444.1596941347,18287.8595706949,0.330976373908578,-1942.91957289866,-774.950135794936,-324.363844048297
161392,1000,1000,353,2000,750,0,1000,0,0,0,45.55215,4106,785,2222,136,2259,12.23289,0.83809,0.85018,6576,0.49244,16206.22222,120.88889,87.11111,17.77778,0.14705,546332.06874,-0.37459,3.31016,-0.97174,-0.15926,1.98942,"Inner Core","Boston",1,0.856164383561644,0.288888888888889,49531,0.16491963661775,0.79590395480226,0.028954802259887,0.229519774011299,0.0577777777777778,31528,0.0772471910112359,0.749596122778675,0.665909090909091,0.0352673492605233,-0.244580005155417,-1.63380184347899,-0.476759564049365,14052553,1573,1763,3699,86,"Very Walkable",0,"No Nearby Transit",99,"Biker's Paradise",12.3983342,454765.4470542,-1197.180366,130872.5668109,6998.6394468,66.4887922540237,54444.1596941347,18287.8595706949,0.330976373908578,-1006.20802563929,-352.297968172774,105.565205881595
161393,1000,1000,250,2000,707,250,1000,250,0,0,40.97495,4079,553,2247,115,2282,12.7388,0.88717,0.89825,7968,0.44181,17642.66667,133.33333,97.77778,19.55556,0.14666,545024.96141,-0.16473,3.85755,-0.91753,-0.21064,2.16078,"Inner Core","Boston",1,0.935201401050788,0.275147928994083,51429,0.170802919708029,0.779856115107914,0.0115107913669065,0.0964028776978417,0.0207100591715976,29879,0.0452554744525547,0.748587570621469,0.76840490797546,0.0379241516966068,-0.395917803818309,-2.04597330894764,1.28462203335909,16906168,1840,1905,4482,90,"Very Walkable",0,"No Nearby Transit",95,"Biker's Paradise",12.9355383,453872.4479703,-1192.559038,131236.0430798,7685.7805332,69.5653848451493,55187.5610300414,17331.523626463,0.525097431257448,685.31560536891,889.035514601258,1322.21751985474
161394,1000,1000,250,2000,559,250,1000,353,0,0,40.11694,3905,347,2299,28,2332,12.90538,0.92284,0.93349,9134.22222,0.44657,21285.33333,145.77778,101.33333,24.88889,0.17073,553865.7338,0.01021,4.57678,-0.82685,-0.17918,2.17314,"Inner Core","Boston",1,0.763197586726998,0.395095367847411,52891,0.259979529170931,0.684381778741866,0.0943600867678959,0.0629067245119306,0.0899182561307902,20897,0.154736842105263,0.552112676056338,0.71264367816092,0.017921146953405,-0.820134921136703,0.0439481467413043,0.762687300889707,16758689,1806,1949,5138,89,"Very Walkable",0,"No Nearby Transit",83,"Very Bikeable",13.1472568,461398.769054,-1141.0111256,134366.6699078,9560.3249104,70.7779064333208,52135.5517658694,12121.4417266086,0.509517789911986,662.439342986033,285.95483261008,547.912759292854
161395,1000,1000,0,2000,500,250,1000,250,0,0,39.73448,3679,245,2267,173,2407,13.83328,0.95864,0.95864,8810.66667,0.59537,22689.77778,133.33333,92.44444,23.11111,0.17333,567641.77761,-0.15469,4.36433,-0.77613,-0.09969,2.36864,"Inner Core","Boston",1,0.709156193895871,0.294314381270903,52632,0.0700934579439252,0.370023419203747,0.0807962529274005,0.0550351288056206,0.0301003344481605,17125,0.215980024968789,0.443262411347518,0.658015267175573,0.0487238979118329,-1.12014501659649,0.503461319653307,0.641350858277478,15453813,1661,1851,4956,90,"Very Walkable",0,"No Nearby Transit",85,"Very Bikeable",14.0275848,472950.5054163,-1073.5017952,137763.0642146,10392.5198714,75.8195853828307,50155.3306633287,9933.30401269662,0.473052201583925,250.159620355384,-182.567860716747,119.325140848027
161396,1000,2000,250,2000,559,353,1000,250,0,0,46.86805,3456,353,2141,64,2504,12.85621,0.93711,0.939,8179.55556,0.88483,24135.11111,160,94.22222,39.11111,0.24444,568465.51876,0.02769,5.4,-0.56783,0.00768,1.83948,"Inner Core","Boston",1,0.641555285540705,0.122736418511066,16630,0.349466776045939,0.241948153967007,0.0879811468970935,0.116260801256874,0.028169014084507,11651,0.225645295587011,0.671102661596958,0.415625,0.0827067669172932,-2.27197630149445,0.228428215165831,-0.990114706894835,11504415,1246,1548,4601,75,"Very Walkable",0,"No Nearby Transit",89,"Very Bikeable",13.1211548,473547.9705708,-1001.180282,138126.3996776,10966.0402176,70.6284190786756,18780.3649331002,6758.45282955196,0.229522068931657,229.18661523418,30.1183594544288,309.229751125847
161397,1000,2000,250,2000,707,500,1000,353,0,0,46.41468,3238,393,2039,20,2622,12.02616,0.90326,0.90521,6439.11111,0.91839,19681.77778,145.77778,83.55556,28.44444,0.19512,570483.43279,-0.24857,4.20885,-0.7368,-0.00248,1.8566,"Inner Core","Boston",1,0.562289562289562,0.105022831050228,11389,0.320224719101124,0.0372340425531915,0.0265957446808511,0.308510638297872,0.0502283105022831,10157,0.171794871794872,0.7,0.354354354354354,0.076271186440678,-2.15016903481325,-0.444507577078564,-2.8483404455061,10022206,1071,1324,3622,85,"Very Walkable",0,"No Nearby Transit",86,"Very Bikeable",12.3218728,475212.7592157,-936.1248432,137168.7289498,8627.0509358,66.0508942991363,13885.2517273298,5891.85806744511,0.0177058973867484,-453.582714808518,413.567880335608,489.739634738409
161398,1000,2000,250,2000,901,559,1000,353,0,0,49.40589,3025,552,1963,66,2758,12.13957,0.91711,0.91898,5831.11111,0.75982,17879.11111,156.44444,83.55556,35.55556,0.22727,570483.43279,-0.04556,4.43179,-0.79881,-0.02303,1.81349,"Inner Core","Boston",1,0.562289562289562,0.105022831050228,11389,0.320224719101124,0.0372340425531915,0.0265957446808511,0.308510638297872,0.0502283105022831,10157,0.171794871794872,0.7,0.354354354354354,0.076271186440678,-2.15016903481325,-0.444507577078564,-2.8483404455061,9067089,979,1133,3280,82,"Very Walkable",0,"No Nearby Transit",76,"Very Bikeable",12.4475272,475140.2692157,-869.9515236,136626.4180743,7625.4027154,66.7705228278135,13885.2517273298,5891.85806744511,0.0177058973867484,-154.375799287751,848.100779403531,700.959322629041
161399,1000,2000,250,2000,1118,353,2000,250,0,0,48.70647,2817,761,1917,178,2909,12.78723,0.94084,0.94084,5317.33333,0.53812,15559.11111,112,58.66667,26.66667,0.23809,550629.10557,-0.05502,3.28334,-1.0339,0.00015,2.21983,"Inner Core","Boston",1,0.782363977485929,0.269592476489028,33750,0.118226600985222,0.134593993325918,0.0344827586206897,0.145717463848721,0.0626959247648903,14889,0.274971941638608,0.549645390070922,0.513629842180775,0.0167597765363128,-1.23092196940753,0.25923010909691,-0.789751492205057,9291823,990,1137,2991,81,"Very Walkable",0,"No Nearby Transit",72,"Very Bikeable",13.0647383,458575.4876231,-808.0830828,131416.3771502,6356.4139414,70.3053191881177,33998.6652609991,8636.36993412155,0.281907731051399,-842.032111568755,-57.4038343364988,-74.8977009868752
161400,1000,2000,0,2000,1250,250,2000,353,0,0,52.73956,2597,989,1675,252,3073,12.92913,0.97309,0.97319,6117.33333,0.49894,17614.22222,142.22222,72.88889,40.88889,0.2875,574974.03383,0.28498,4.53042,-0.93848,0.01944,2.05474,"Inner Core","Boston",1,0.834862385321101,0.16260162601626,26927,0.31636863823934,0.12298682284041,0.061493411420205,0.0292825768667643,0,17784,0.323033707865169,0.554716981132075,0.702702702702703,0.14792899408284,-2.21205102154362,0.328021930363318,1.64216770487826,8336559,903,1286,3441,78,"Very Walkable",0,"No Nearby Transit",73,"Very Bikeable",13.2488468,478617.8980789,-739.0179344,137677.8836191,7423.8308768,71.3597170362787,29900.6354400438,10315.4515631441,0.530244944798386,-1099.76646851252,-613.509154085463,-669.54603297672
161401,1000,2000,250,2000,1250,353,1000,250,0,0,55.78453,2379,1164,1426,23,3247,11.81418,0.93089,0.97923,6366.22222,0.67963,18624,154.66667,85.33333,40.88889,0.26436,574974.03383,0.14124,4.80053,-0.81773,0.06172,1.81691,"Inner Core","Boston",1,0.834862385321101,0.16260162601626,26927,0.31636863823934,0.12298682284041,0.061493411420205,0.0292825768667643,0,17784,0.323033707865169,0.554716981132075,0.702702702702703,0.14792899408284,-2.21205102154362,0.328021930363318,1.64216770487826,8241202,881,1373,3581,79,"Very Walkable",0,"No Nearby Transit",76,"Very Bikeable",12.2244193,478466.0880789,-671.3037572,137960.2488489,7899.4895186,65.49277362195,29900.6354400438,10315.4515631441,0.530244944798386,-1597.16878468886,-1075.38935522385,-1007.88420355677
161402,1000,2000,500,2000,1060,559,1000,353,0,0,51.65525,2169,1151,1176,120,3432,12.0611,0.93556,0.98491,6835.55556,0.63112,18353.77778,151.11111,90.66667,28.44444,0.18823,569762.9873,0.03316,4.25313,-0.89212,0.03397,2.07833,"Inner Core","Boston",1,0.747810858143608,0.224747474747475,22833,0.137276785714286,0.0463065049614112,0.0474090407938258,0.192943770672547,0.0353535353535354,18542,0.279775280898876,0.619289340101523,0.63103953147877,0.0928074245939675,-1.58504785336199,0.0171206653352784,-0.3232919547176,7603413,849,1483,3845,76,"Very Walkable",0,"No Nearby Transit",78,"Very Bikeable",12.4534464,474167.869459,-611.44201,136808.8235987,7701.1577364,66.8044223584861,26981.8431454633,10755.0870737019,0.334519024796563,-2475.64286787687,-1944.82569694879,-1793.16633565335
161403,1000,2000,353,2000,901,353,1000,353,0,0,47.67285,1968,1192,927,128,3624,12.4195,0.93365,0.98244,6757.33333,0.58912,18773.33333,151.11111,97.77778,26.66667,0.17647,575904.0839,-0.04448,4.22136,-0.8895,-0.01294,2.11031,"Inner Core","Boston",1,0.598639455782313,0.278260869565217,22125,0.21875,0.0894308943089431,0.0917537746806039,0.110336817653891,0,13235,0.176536312849162,0.590643274853801,0.637602179836512,0.0769230769230769,-1.99937616906181,0.128839889684871,0.158657332910655,8092141,885,1367,3801,83,"Very Walkable",0,"No Nearby Transit",73,"Very Bikeable",12.7684995,479246.369637,-554.168634,138291.1397567,8080.7162714,68.6087459540639,23921.0644398793,7677.01713396017,0.409919427065037,-1661.85439210795,-1093.17241923847,-1061.50687491427
161404,1000,2000,250,1000,707,250,1000,250,0,0,39.94809,1780,1281,678,68,3822,13.05002,0.96712,0.96712,7847.11111,0.37898,18026.66667,149.33333,103.11111,19.55556,0.13095,566805.54177,-0.1383,3.94793,-0.95921,-0.13685,2.37382,"Inner Core","Boston",1,0.582172701949861,0.285714285714286,34563,0.204054054054054,0.132176234979973,0.105473965287049,0.0841121495327103,0.0788177339901478,10575,0.405755395683453,0.336492890995261,0.602173913043478,0.0902527075812274,-1.97490820814902,2.0929780284668,-0.0656675058919406,9610812,1043,1434,4414,82,"Very Walkable",0,"No Nearby Transit",67,"Bikeable",13.3456626,471636.1696691,-503.6394516,136300.1021607,8097.7667106,71.9141855762319,32621.3210909153,6133.76713809762,0.404222064201544,-1385.80110429364,-1187.52390897415,-1104.87207458778
161405,1000,2000,353,2000,559,250,1000,353,0,0,40.46003,1608,1409,431,235,4027,13.08234,0.97086,0.97086,7932.44444,0.28814,20337.77778,168.88889,117.33333,32,0.18947,575093.69079,0.21758,4.97352,-0.88862,-0.15142,2.12226,"Inner Core","Boston",1,0.608108108108108,0.295833333333333,20368,0.360153256704981,0.0925221799746515,0.138149556400507,0.0570342205323194,0.0125,6956,0.32016348773842,0.273542600896861,0.543824701195219,0.0659340659340659,-2.42274563468816,2.03918521464956,-0.0891950575149845,10171934,1101,1321,4462,80,"Very Walkable",0,"No Nearby Transit",57,"Bikeable",13.381122,478454.5533557,-451.6503772,138743.9111806,9039.4322808,72.1172631911007,19564.2198042035,4034.74754557909,0.381142426491752,473.769827102734,552.22912258832,326.619881563047
161406,1000,2000,250,2000,500,353,1000,500,0,0,38.91349,1443,1523,191,31,4236,12.36034,0.96024,0.9608,7841.77778,0.40074,21032.88889,151.11111,94.22222,30.22222,0.2,566805.54177,0.09216,4.55859,-0.90176,-0.08905,2.09814,"Inner Core","Boston",1,0.582172701949861,0.285714285714286,34563,0.204054054054054,0.132176234979973,0.105473965287049,0.0841121495327103,0.0788177339901478,10575,0.405755395683453,0.336492890995261,0.602173913043478,0.0902527075812274,-1.97490820814902,2.0929780284668,-0.0656675058919406,10435539,1106,1260,4411,84,"Very Walkable",0,"No Nearby Transit",55,"Bikeable",12.7200362,471492.3896691,-403.3257476,136970.1452148,9408.8726078,68.331194405739,32621.3210909153,6133.76713809762,0.404222064201544,184.721528890707,283.586633368687,95.0214297491762
161407,1000,2000,250,2000,559,250,1000,500,0,0,41.46266,1197,1275,110,105,4450,11.84073,0.91901,0.93362,7146.66667,0.66903,21989.33333,149.33333,87.11111,39.11111,0.2619,561464.84146,0.02791,4.92778,-0.74836,-0.00786,1.73135,"Inner Core","Boston",1,0.573825503355705,0.420689655172414,24063,0.163230240549828,0.0990990990990991,0.0882882882882883,0.0936936936936937,0.0413793103448276,10574,0.286476868327402,0.245283018867925,0.656716417910448,0.0946969696969697,-1.87723316791565,1.5916647240721,0.152633157265408,9889167,1028,1176,4020,87,"Very Walkable",0,"No Nearby Transit",60,"Bikeable",12.1964266,467332.4684118,-327.5883784,135786.4182533,9883.2638516,65.332458141436,24220.9784264435,6133.20495716534,0.439166330509614,186.978749581105,656.648553960981,507.15805305093
161408,1000,2000,250,1000,500,250,1000,353,0,0,44.35494,954,1027,336,125,4667,11.36568,0.90217,0.92239,7736.88889,0.71279,21726.22222,172.44444,90.66667,39.11111,0.2268,563186.63177,-0.06883,5.13759,-0.67506,0.00088,1.63576,"Inner Core","Boston",1,0.56071964017991,0.348441926345609,34375,0.225118483412322,0.126228269085412,0.0634920634920635,0.0778533635676493,0.0141643059490085,12677,0.292445166531275,0.353535353535354,0.641052631578947,0.0640394088669951,-1.93196088381732,1.10655436238228,0.232802115346032,11405305,1150,1392,4352,90,"Walker's Paradise",0,"No Nearby Transit",63,"Bikeable",11.7485375,469134.8943691,-252.4902456,136273.2276065,10027.3779238,62.7673766636403,33458.8753246009,7353.07688225883,0.440256219914866,-718.611539665693,-132.371442780365,-150.261453993309
161409,1000,2000,250,1000,559,250,1000,250,0,0,46.81882,715,782,582,138,4887,11.98256,0.92283,0.94219,9568,0.66643,19896.88889,161.77778,104.88889,30.22222,0.18681,560473.68465,-0.07608,5.00353,-0.66657,0.01039,1.9537,"Inner Core","Boston",1,0.779883381924198,0.246575342465753,36985,0.161545215100966,0.514084507042254,0.107394366197183,0.111795774647887,0.0319634703196347,16587,0.236917221693625,0.547126436781609,0.679113185530922,0.0824742268041237,-1.24056325107353,0.357010344720714,0.413527644266849,13809854,1416,1861,5382,91,"Walker's Paradise",0,"No Nearby Transit",65,"Bikeable",12.3337681,467261.8382595,-178.9176968,135693.8654477,9099.5410596,66.1190192293988,37384.8464460924,9621.46142654962,0.441473008118725,-939.178541692932,-480.165550870909,-365.891958603052
161410,1000,2000,250,1000,707,353,1000,0,0.01928,0.00716,49.96074,487,540,565,121,5110,12.63016,0.95194,0.95032,11448.88889,0.42127,20487.11111,156.44444,99.55556,30.22222,0.19318,565967.18078,0.19209,5.21714,-0.77357,0.10116,2.18909,"Inner Core","Boston",1,0.580683156654888,0.152963671128107,32500,0.200585651537335,0.532447224394058,0.0664581704456607,0.132916340891321,0.0267686424474187,15683,0.145015105740181,0.547413793103448,0.638225255972696,0.114973262032086,-1.6435926661495,-0.216415213528667,-0.0266749908276984,17194864,1762,2322,6440,87,"Very Walkable",0,"No Nearby Transit",71,"Very Bikeable",12.943357,472106.9600474,-108.1103492,137558.3354751,9337.8382344,69.6101628996955,33371.7174535846,9097.15617549961,0.391219062460807,-12.0402004857063,49.5268141643482,407.993871056035
161411,1000,2000,0,1000,901,250,1000,250,0.21003,0.12322,66.72119,298,312,334,87,5192,10.08816,0.86583,0.74253,10001.77778,0.37371,26688,128,94.22222,21.33333,0.16666,561779.72321,0.03611,4.55119,-0.91716,1.11045,1.65525,"Inner Core","Boston",1,0.702102803738318,0.364025695931477,40078,0.123253903040263,0.586484312148029,0.0297666934835076,0.0635559131134352,0,21029,0.154492023509656,0.570526315789474,0.609421000981354,0.169082125603865,-1.383356855921,-0.510388450633144,0.589413602837317,15318547,1561,2040,5626,82,"Very Walkable",0,"No Nearby Transit",78,"Very Bikeable",10.4173281,468761.4302643,-38.4429661,137589.1440595,12431.1322162,55.1434791965942,41947.0168989978,12197.989373212,0.42742006462885,-1491.83146974842,-1286.7939744551,-770.950461235194
161412,1000,2000,250,1000,1118,353,1000,500,0.2015,0.19361,69.65415,255,167,170,160,5150,7.73388,0.79357,0.65718,5902.22222,0.7756,27136,120.88889,80,26.66667,0.22058,561779.72321,-0.25133,4.09224,-0.87746,1.36038,0.9452,"Inner Core","Boston",1,0.702102803738318,0.364025695931477,40078,0.123253903040263,0.586484312148029,0.0297666934835076,0.0635559131134352,0,21029,0.154492023509656,0.570526315789474,0.609421000981354,0.169082125603865,-1.383356855921,-0.510388450633144,0.589413602837317,9798305,980,1201,3320,71,"Very Walkable",0,"No Nearby Transit",78,"Very Bikeable",8.1808925,468800.7202643,-23.2629569,136668.922999,12412.410632,42.3353096433656,41947.0168989978,12197.989373212,0.42742006462885,-2779.25066430689,-1824.35195465512,-1403.42046678068
161414,2000,2000,250,2000,1581,790,1000,250,0,0.13923,39.77443,627,514,488,150,4986,3.56243,0.49033,0.45768,3651.55556,0.86198,12798.22222,64,40.88889,16,0.25,512834.10902,-0.65777,2.00055,-1.19755,0.29265,0.0425,"Inner Core","Boston",1,0.805970149253731,0.01003861003861,32731,0.316890415235717,0.360188087774295,0.0818181818181818,0.0297805642633229,0.0123552123552124,16778,0.232867814225398,0.621848739495798,0.618272841051314,0.117086453369639,-2.03393043720266,-0.0708585053382695,1.1201289928938,2636311,279,798,2025,61,"Somewhat Walkable",0,"No Nearby Transit",73,"Very Bikeable",4.0188684,427940.7304866,-157.7586569,121689.5446429,4641.5507456,18.4992061770177,34070.9690511591,9732.24501314639,0.463122064806714,-8407.61552283264,-6166.21062878705,-5703.68204256337
161415,2000,2000,0,2000,1767,1030,1000,353,0,0.0042,15.96077,863,755,728,93,4921,2.01061,0.20188,0.20188,5504,0.75766,10227.55556,62.22222,37.33333,19.55556,0.31428,512834.10902,-0.47158,2.54093,-1.32391,-0.391,-1.00274,"Inner Core","Boston",1,0.805970149253731,0.01003861003861,32731,0.316890415235717,0.360188087774295,0.0818181818181818,0.0297805642633229,0.0123552123552124,16778,0.232867814225398,0.621848739495798,0.618272841051314,0.117086453369639,-2.03393043720266,-0.0708585053382695,1.1201289928938,6324269,639,1226,3068,56,"Somewhat Walkable",0,"No Nearby Transit",69,"Bikeable",2.1508081,427803.3804866,-246.7664128,121590.1137895,3296.3044652,7.80073891149255,34070.9690511591,9732.24501314639,0.463122064806714,-5699.69419149777,-3585.2435574265,-3133.78482335378
161416,2000,2000,250,2000,1750,1274,2000,559,0,0,9.48257,1105,1000,974,204,4868,1.61287,0.11841,0.11841,5409.77778,0.59998,8428.44444,58.66667,35.55556,19.55556,0.33333,512834.10902,-0.23017,2.49804,-1.47956,-0.52742,-1.2663,"Inner Core","Boston",1,0.805970149253731,0.01003861003861,32731,0.316890415235717,0.360188087774295,0.0818181818181818,0.0297805642633229,0.0123552123552124,16778,0.232867814225398,0.621848739495798,0.618272841051314,0.117086453369639,-2.03393043720266,-0.0708585053382695,1.1201289928938,6462017,637,1218,3006,55,"Somewhat Walkable",0,"No Nearby Transit",68,"Bikeable",1.6474082,427687.8704866,-324.2932468,121170.7721274,2163.9042156,4.91774452869953,34070.9690511591,9732.24501314639,0.463122064806714,-5290.46102015917,-3105.07472026626,-2680.73045463585
162223,1000,1000,707,2000,559,250,1000,353,0,0,50.12235,4335,996,1976,235,2014,12.25988,0.82622,0.82588,3738.66667,0.57958,9745.77778,65.77778,48,8.88889,0.13513,546332.06874,-0.69752,1.41639,-1.23856,-0.06228,2.23132,"Inner Core","Boston",1,0.856164383561644,0.288888888888889,49531,0.16491963661775,0.79590395480226,0.028954802259887,0.229519774011299,0.0577777777777778,31528,0.0772471910112359,0.749596122778675,0.665909090909091,0.0352673492605233,-0.244580005155417,-1.63380184347899,-0.476759564049365,7116327,792,983,2103,81,"Very Walkable",0,"No Nearby Transit",98,"Biker's Paradise",12.389921,454410.9570542,-1262.407014,128739.3888074,3626.0563976,66.4406094706316,54444.1596941347,18287.8595706949,0.330976373908578,-2477.84891146826,-1122.93360982662,-761.935568641269
162224,1000,1000,559,2000,500,0,1000,250,0,0,44.00682,4354,746,1972,14,2009,10.99038,0.77552,0.78156,6083.55556,0.47152,14556.44444,108.44444,81.77778,10.66667,0.09836,546332.06874,-0.52538,2.62776,-1.12068,-0.19093,1.83632,"Inner Core","Boston",1,0.856164383561644,0.288888888888889,49531,0.16491963661775,0.79590395480226,0.028954802259887,0.229519774011299,0.0577777777777778,31528,0.0772471910112359,0.749596122778675,0.665909090909091,0.0352673492605233,-0.244580005155417,-1.63380184347899,-0.476759564049365,11502706,1289,1556,3422,88,"Very Walkable",0,"No Nearby Transit",96,"Biker's Paradise",11.175055,454572.4970542,-1272.7548168,130381.032347,6179.5859544,59.4830160069733,54444.1596941347,18287.8595706949,0.330976373908578,-1769.90201558881,-788.595981695798,-464.594332625787
162225,1000,1000,500,2000,559,250,1000,353,0,0,37.73099,4238,496,2000,232,2035,10.67237,0.77621,0.7731,7475.55556,0.37689,15985.77778,144,99.55556,12.44444,0.08641,547089.36254,-0.2896,3.40608,-1.07773,-0.30643,1.7116,"Inner Core","Boston",1,0.893700787401575,0.379939209726444,57500,0.0677290836653386,0.772303595206391,0.0306258322237017,0.0426098535286285,0.0547112462006079,28710,0.130904183535762,0.646496815286624,0.882170542635659,0.0281195079086116,-0.189817482747744,-1.17990464130797,2.05243199063874,15962073,1733,1860,4205,85,"Very Walkable",0,"No Nearby Transit",87,"Very Bikeable",10.8850262,455432.8709082,-1242.7244476,131218.0093189,6820.5318058,57.8220077285684,59495.1509161784,16653.2811341854,0.660696353182836,70.0634776718156,417.769182222128,705.269514157388
162226,1000,1000,353,2000,353,250,1000,500,0,0,36.90281,4015,246,2058,181,2091,11.29755,0.8455,0.84231,7319.11111,0.37571,21441.77778,149.33333,101.33333,16,0.10714,547089.36254,-0.2382,3.81275,-0.9758,-0.23274,1.85673,"Inner Core","Boston",1,0.893700787401575,0.379939209726444,57500,0.0677290836653386,0.772303595206391,0.0306258322237017,0.0426098535286285,0.0547112462006079,28710,0.130904183535762,0.646496815286624,0.882170542635659,0.0281195079086116,-0.189817482747744,-1.17990464130797,2.05243199063874,14237166,1547,1708,4117,86,"Very Walkable",0,"No Nearby Transit",84,"Very Bikeable",11.5653935,455662.9909082,-1176.4538644,132382.0764227,9675.0415462,61.7185025513446,59495.1509161784,16653.2811341854,0.660696353182836,-578.02153160178,-512.18301182608,-333.328986854493
162227,1000,1000,250,2000,250,0,1000,250,0,0,37.47366,3796,6,2144,104,2174,12.99207,0.93396,0.92543,8202.66667,0.58212,22636.44444,147.55556,94.22222,23.11111,0.15662,567641.77761,-0.23383,4.32493,-0.80043,-0.15533,2.16133,"Inner Core","Boston",1,0.709156193895871,0.294314381270903,52632,0.0700934579439252,0.370023419203747,0.0807962529274005,0.0550351288056206,0.0301003344481605,17125,0.215980024968789,0.443262411347518,0.658015267175573,0.0487238979118329,-1.12014501659649,0.503461319653307,0.641350858277478,14927038,1550,1805,4614,89,"Very Walkable",0,"No Nearby Transit",88,"Very Bikeable",13.2270537,472964.5354163,-1110.3200184,137600.002053,10443.3502864,71.2349069501351,50155.3306633287,9933.30401269662,0.473052201583925,-237.174262752991,-469.565348351549,-133.994261065818
162228,1000,2000,353,2000,353,250,1000,0,0,0,44.71178,3581,254,2255,170,2281,12.5091,0.92794,0.92794,7824,0.87742,24554.66667,160,92.44444,49.77778,0.31111,554251.04465,0.09021,5.85407,-0.48946,-0.0436,1.5797,"Inner Core","Boston",1,0.678362573099415,0.341333333333333,37235,0.217970049916805,0.244015444015444,0.0972972972972973,0.0301158301158301,0.0293333333333333,14812,0.285714285714286,0.255014326647564,0.657110091743119,0.0855148342059337,-1.7618987701544,1.47026954548696,0.835595263515067,12130808,1271,1523,4401,88,"Very Walkable",0,"No Nearby Transit",86,"Very Bikeable",12.7941116,461762.0670595,-1040.3190472,134868.7691628,11286.5963674,68.7554276288746,36750.4439874755,8591.41148762428,0.493518516878608,-184.029589333579,-370.657073932174,-105.172065388655
162229,1000,2000,250,2000,559,250,1000,250,0,0,45.67516,3371,504,2274,20,2410,11.82881,0.90066,0.90654,8465.77778,0.8805,19262.22222,165.33333,96,44.44444,0.26881,570483.43279,0.07798,5.54419,-0.57668,-0.09307,1.59667,"Inner Core","Boston",1,0.562289562289562,0.105022831050228,11389,0.320224719101124,0.0372340425531915,0.0265957446808511,0.308510638297872,0.0502283105022831,10157,0.171794871794872,0.7,0.354354354354354,0.076271186440678,-2.15016903481325,-0.444507577078564,-2.8483404455061,12409925,1291,1740,4762,87,"Very Walkable",0,"No Nearby Transit",76,"Very Bikeable",12.1451143,475103.4092157,-976.5868784,137593.8533395,8552.25482,65.0385902390622,13885.2517273298,5891.85806744511,0.0177058973867484,-8.80513124208916,552.834160963057,420.669122013986
